transaction_type,amount,nameOrig,nameDest,oldbalanceOrg,newbalanceOrig,location,isFraud,isFlaggedFraud
WITHDRAWAL,31163.68,C658711,M988684,82530.2,51366.52,AU,0,0
DEPOSIT,33764.9,C934703,M536715,31005.6,0.0,CA,0,0
TRANSFER,2387.32,C902560,M376297,53604.15,51216.83,UK,0,0
WITHDRAWAL,35680.13,C333705,M686675,57598.98,21918.850000000006,ZA,0,0
PAYMENT,33959.41,C402431,M230604,82318.81,48359.399999999994,US,0,0
WITHDRAWAL,15825.53,C112972,M677191,68599.62,52774.09,US,0,0
DEPOSIT,36563.71,C245830,M173346,677.22,0.0,AU,0,0
TRANSFER,4297.99,C294928,M111811,63082.32,58784.33,NG,0,0
DEPOSIT,8398.14,C186756,M801771,70002.52,61604.380000000005,UK,0,0
WITHDRAWAL,28838.32,C708018,M504073,69389.09,40550.77,CA,0,0
DEPOSIT,12261.85,C095425,M562480,41361.02,29099.17,UK,0,0
WITHDRAWAL,12290.6,C142739,M111185,32051.1,19760.5,CA,0,0
TRANSFER,5235.0,C873235,M783355,42817.7,37582.7,NG,0,0
PAYMENT,17293.34,C561119,M183111,1814.11,0.0,UK,1,0
DEPOSIT,17827.86,C807264,M208570,35436.04,17608.18,US,0,0
WITHDRAWAL,26830.03,C604433,M476166,66080.49,39250.46000000001,IN,0,0
WITHDRAWAL,9443.73,C211946,M718859,81938.49,72494.76000000001,IN,0,0
DEPOSIT,39694.17,C990214,M848820,29177.74,0.0,IN,0,0
WITHDRAWAL,10539.88,C113893,M110581,51209.74,40669.86,ZA,0,0
DEPOSIT,35204.53,C183852,M811016,56813.44,21608.910000000003,CA,0,0
PAYMENT,7592.51,C610566,M790294,18438.18,10845.67,AU,0,0
DEPOSIT,48659.6,C589694,M684002,63288.77,14629.169999999998,ZA,0,0
PAYMENT,28009.51,C081076,M705354,56032.29,28022.780000000002,AU,0,0
DEPOSIT,45672.36,C518142,M360081,95861.64,50189.28,IN,0,0
PAYMENT,37890.56,C957345,M066504,19464.31,0.0,NG,0,0
PAYMENT,17791.02,C104760,M936384,63963.62,46172.600000000006,UK,0,0
TRANSFER,21029.18,C952383,M839926,53394.52,32365.339999999997,AU,0,0
WITHDRAWAL,17377.22,C574256,M342600,79746.5,62369.28,AE,0,0
WITHDRAWAL,26345.31,C401181,M485074,85045.65,58700.34,US,0,0
TRANSFER,38582.44,C778833,M035823,34659.06,0.0,ZA,0,0
TRANSFER,32214.05,C158559,M740669,76362.86,44148.81,ZA,0,0
TRANSFER,40920.82,C100049,M633757,76157.71,35236.89000000001,AE,0,0
WITHDRAWAL,1196.24,C374313,M148713,82882.8,81686.56,CA,0,0
WITHDRAWAL,38283.7,C580622,M163737,99538.91,61255.21000000001,AE,0,0
TRANSFER,6915.7,C514127,M404330,41807.89,34892.19,AU,0,0
TRANSFER,799.72,C781657,M010313,2941.68,2141.96,IN,0,0
DEPOSIT,14001.01,C307217,M296665,3846.79,0.0,AE,0,0
PAYMENT,21982.91,C194249,M589579,23270.36,1287.4500000000007,NG,0,0
TRANSFER,20608.02,C773074,M166666,36212.61,15604.59,IN,0,0
PAYMENT,18930.8,C963905,M050392,38525.88,19595.079999999998,IN,0,0
WITHDRAWAL,35102.82,C450912,M005591,51171.82,16069.0,IN,0,0
PAYMENT,22537.03,C897415,M811688,3284.52,0.0,IN,0,0
DEPOSIT,21936.29,C413910,M440459,1306.9,0.0,AU,0,0
DEPOSIT,23656.13,C825525,M113350,38891.35,15235.219999999998,CA,0,0
DEPOSIT,24544.09,C566696,M795541,24423.83,0.0,UK,0,0
DEPOSIT,27993.72,C882318,M500402,70357.46,42363.740000000005,US,0,0
PAYMENT,24876.99,C901449,M014720,608.85,0.0,UK,0,0
PAYMENT,4395.97,C440576,M551358,8105.4,3709.4299999999994,US,0,0
DEPOSIT,10058.81,C924201,M598647,66443.7,56384.89,AE,0,0
TRANSFER,13041.86,C271840,M887454,52720.31,39678.45,CA,0,0
TRANSFER,33173.63,C959841,M157233,1688.03,0.0,ZA,0,0
WITHDRAWAL,44663.2,C021947,M285317,78165.64,33502.44,IN,0,0
WITHDRAWAL,27840.41,C514224,M573199,87782.75,59942.34,NG,0,0
PAYMENT,44538.94,C023827,M681535,39744.11,0.0,ZA,0,0
DEPOSIT,31060.64,C707649,M357927,3936.99,0.0,AU,0,0
DEPOSIT,14708.05,C231932,M107708,4981.2,0.0,US,0,0
WITHDRAWAL,2831.86,C835116,M647179,4980.86,2148.9999999999995,AE,0,0
TRANSFER,5919.29,C756915,M104285,55546.32,49627.03,ZA,0,0
DEPOSIT,4261.03,C280826,M646626,53247.15,48986.12,US,0,0
PAYMENT,33133.69,C509117,M290343,2970.41,0.0,UK,0,0
PAYMENT,29461.23,C010489,M946339,85983.71,56522.48000000001,ZA,0,0
WITHDRAWAL,19936.14,C253193,M784289,88179.05,68242.91,ZA,0,0
PAYMENT,13841.6,C093322,M550535,45121.29,31279.690000000002,ZA,0,0
PAYMENT,48176.14,C512396,M483571,24160.15,0.0,UK,0,0
PAYMENT,43955.0,C331590,M966655,57060.59,13105.589999999997,NG,0,0
DEPOSIT,1816.34,C401566,M195098,61613.77,59797.43,CA,0,0
PAYMENT,27251.96,C018424,M528159,91823.83,64571.87,IN,0,0
WITHDRAWAL,5756.25,C855286,M754038,59703.94,53947.69,IN,0,0
TRANSFER,39353.28,C890237,M115200,84115.08,44761.8,IN,0,0
WITHDRAWAL,31991.13,C280453,M271142,4957.01,0.0,CA,0,0
WITHDRAWAL,49620.26,C738582,M370101,620.05,0.0,CA,0,0
DEPOSIT,48235.9,C739451,M317105,78132.97,29897.07,AE,0,0
DEPOSIT,45503.6,C052026,M494059,70649.09,25145.489999999998,UK,1,1
PAYMENT,3893.38,C698745,M358118,39123.18,35229.8,NG,0,0
TRANSFER,36671.43,C644628,M788792,33812.83,0.0,US,0,0
TRANSFER,38864.46,C199338,M248336,47008.6,8144.139999999999,US,0,0
TRANSFER,45726.4,C544020,M191373,58726.2,12999.799999999996,CA,0,0
DEPOSIT,22353.33,C143904,M615177,49880.29,27526.96,CA,0,0
PAYMENT,40743.67,C631705,M998281,20436.35,0.0,AE,0,0
TRANSFER,1298.0,C626669,M695756,61288.68,59990.68,AE,0,0
DEPOSIT,8640.27,C423554,M012210,34083.97,25443.7,US,1,0
WITHDRAWAL,35004.83,C070994,M082158,43932.83,8928.0,NG,0,0
PAYMENT,3039.15,C363996,M258424,87342.33,84303.18000000001,US,0,0
DEPOSIT,5945.07,C322055,M366575,74342.74,68397.67000000001,NG,0,0
DEPOSIT,38705.51,C257486,M872089,38685.59,0.0,IN,0,0
WITHDRAWAL,5361.39,C970346,M096652,4359.67,0.0,AE,0,0
TRANSFER,41672.25,C728240,M150696,10449.71,0.0,US,0,0
WITHDRAWAL,48302.37,C269072,M662018,25130.13,0.0,AE,0,0
TRANSFER,12946.7,C428390,M518990,52679.42,39732.72,ZA,0,0
TRANSFER,26344.18,C532121,M088516,29222.57,2878.3899999999994,US,0,0
WITHDRAWAL,47872.8,C338754,M729773,85625.78,37752.979999999996,IN,0,0
DEPOSIT,22617.29,C613103,M083405,70664.96,48047.670000000006,AE,0,0
TRANSFER,7535.27,C480864,M216515,88739.63,81204.36,UK,0,0
TRANSFER,30721.8,C243589,M794788,4937.44,0.0,US,0,0
DEPOSIT,28446.36,C895330,M506006,87258.38,58812.020000000004,ZA,0,0
DEPOSIT,3412.36,C000716,M686787,31289.48,27877.12,AU,0,0
TRANSFER,2637.11,C523590,M703077,55090.92,52453.81,UK,0,0
TRANSFER,10277.1,C173309,M013597,83395.47,73118.37,NG,0,0
TRANSFER,19154.32,C573176,M908275,64936.87,45782.55,CA,0,0
PAYMENT,28779.69,C344908,M684986,41566.06,12786.369999999999,UK,0,0
TRANSFER,47668.84,C588231,M334631,11238.45,0.0,IN,0,0
PAYMENT,8371.64,C322736,M899082,24511.25,16139.61,NG,0,0
WITHDRAWAL,236.41,C555326,M502978,56622.07,56385.659999999996,NG,0,0
PAYMENT,33195.9,C126440,M946120,30186.36,0.0,CA,0,0
DEPOSIT,11312.53,C002648,M725875,30780.78,19468.25,AU,0,0
PAYMENT,41654.28,C468085,M862590,9509.68,0.0,AE,0,0
DEPOSIT,39577.84,C648958,M415156,59255.61,19677.770000000004,US,0,0
WITHDRAWAL,6252.34,C717836,M567512,46830.18,40577.84,AE,0,0
PAYMENT,44534.45,C323083,M006032,98970.02,54435.57000000001,UK,0,0
DEPOSIT,4901.47,C575814,M296885,57220.93,52319.46,AE,0,0
PAYMENT,20313.16,C292346,M635468,64204.31,43891.149999999994,NG,0,0
PAYMENT,13949.7,C603647,M486701,43072.85,29123.149999999998,NG,0,0
PAYMENT,36334.95,C089912,M410507,16090.38,0.0,CA,0,0
DEPOSIT,1098.55,C539156,M053655,2496.76,1398.2100000000003,AU,0,0
DEPOSIT,21417.29,C227573,M221298,60937.06,39519.77,IN,0,0
TRANSFER,16074.29,C100560,M528853,70603.54,54529.24999999999,AU,0,0
DEPOSIT,3636.93,C665887,M045113,93948.31,90311.38,AE,0,0
PAYMENT,26172.39,C192004,M807966,25325.12,0.0,NG,0,0
TRANSFER,11754.99,C789697,M386569,86904.95,75149.95999999999,AU,0,0
WITHDRAWAL,49745.49,C363442,M914503,85040.95,35295.46,ZA,0,0
TRANSFER,5034.11,C570525,M241336,50969.56,45935.45,UK,0,0
PAYMENT,46808.55,C600373,M322363,57182.01,10373.46,CA,0,0
WITHDRAWAL,49165.55,C031983,M806347,66629.95,17464.399999999994,CA,0,0
PAYMENT,29323.33,C681921,M507758,84614.25,55290.92,CA,0,0
TRANSFER,9745.67,C775335,M017409,35832.33,26086.660000000003,US,0,0
WITHDRAWAL,12444.41,C080882,M683285,37731.87,25287.460000000003,CA,0,0
DEPOSIT,41981.55,C452208,M658134,49717.49,7735.939999999995,US,0,0
WITHDRAWAL,1185.34,C766855,M365592,86412.75,85227.41,US,0,0
WITHDRAWAL,12001.77,C635869,M450033,68406.03,56404.259999999995,CA,0,0
TRANSFER,6565.85,C379776,M487776,63646.78,57080.93,IN,0,0
DEPOSIT,14470.56,C982584,M781474,47617.14,33146.58,NG,0,0
DEPOSIT,31141.3,C385268,M940229,21354.8,0.0,IN,0,0
WITHDRAWAL,23483.73,C498164,M859499,18095.71,0.0,NG,0,0
WITHDRAWAL,49468.93,C555880,M282114,53592.08,4123.1500000000015,NG,0,0
TRANSFER,29364.78,C365504,M323074,87936.62,58571.84,CA,0,0
PAYMENT,23374.86,C992051,M901208,47465.07,24090.21,CA,0,0
PAYMENT,9610.23,C028360,M149346,38918.76,29308.530000000002,NG,0,0
WITHDRAWAL,32717.1,C666690,M090711,71058.69,38341.590000000004,ZA,0,0
PAYMENT,21406.43,C958823,M624392,29421.1,8014.669999999998,IN,0,0
PAYMENT,5696.42,C328148,M468691,440.3,0.0,UK,0,0
PAYMENT,25206.77,C806396,M000255,83534.29,58327.51999999999,AE,0,0
DEPOSIT,5908.16,C348975,M131614,39209.87,33301.71000000001,AU,0,0
PAYMENT,44354.57,C042539,M001108,66405.24,22050.670000000006,UK,0,0
DEPOSIT,26062.66,C808318,M041580,90560.41,64497.75,AU,1,1
TRANSFER,38948.71,C117979,M981472,14586.73,0.0,US,0,0
TRANSFER,41317.72,C760174,M152826,32647.45,0.0,CA,0,0
PAYMENT,40893.79,C022772,M270294,99470.4,58576.60999999999,IN,0,0
PAYMENT,5519.26,C058199,M693892,88585.71,83066.45000000001,AE,0,0
DEPOSIT,42264.64,C846640,M530865,287.13,0.0,AE,0,0
TRANSFER,19005.51,C883547,M316959,88446.19,69440.68000000001,NG,0,0
WITHDRAWAL,38362.1,C373382,M957928,80305.4,41943.299999999996,UK,0,0
DEPOSIT,48379.85,C699626,M796385,70688.76,22308.909999999996,ZA,0,0
PAYMENT,32415.64,C163196,M165790,35176.07,2760.4300000000003,ZA,0,0
TRANSFER,30245.42,C391345,M789973,72377.2,42131.78,NG,0,0
WITHDRAWAL,18141.13,C737657,M749012,58919.0,40777.869999999995,CA,0,0
WITHDRAWAL,49077.93,C525928,M338035,78329.9,29251.969999999994,NG,1,1
DEPOSIT,31445.78,C136581,M079894,75272.93,43827.149999999994,AU,0,0
DEPOSIT,46139.87,C250552,M266247,1102.91,0.0,US,0,0
WITHDRAWAL,41242.32,C934411,M737112,82356.06,41113.74,NG,0,0
WITHDRAWAL,30637.99,C462609,M875705,29448.33,0.0,US,0,0
TRANSFER,43206.52,C622894,M522375,32812.58,0.0,US,0,0
TRANSFER,12893.53,C148045,M749935,17682.65,4789.120000000001,NG,0,0
PAYMENT,46189.87,C645874,M491332,94500.14,48310.27,ZA,0,0
WITHDRAWAL,43239.43,C792960,M959425,8621.4,0.0,AE,0,0
PAYMENT,26684.93,C340895,M201066,10031.06,0.0,NG,0,0
DEPOSIT,41719.82,C767413,M148732,26161.33,0.0,ZA,0,0
WITHDRAWAL,23771.31,C146611,M844784,19573.48,0.0,US,0,0
TRANSFER,5239.06,C338378,M571015,52455.56,47216.5,IN,0,0
DEPOSIT,41193.67,C746220,M100201,26499.0,0.0,IN,0,0
TRANSFER,41009.87,C473578,M360942,85005.54,43995.66999999999,AE,0,0
WITHDRAWAL,26411.87,C580547,M543923,18941.01,0.0,CA,0,0
PAYMENT,3939.73,C638840,M413470,20978.47,17038.74,NG,0,0
DEPOSIT,16194.18,C214366,M716438,52292.95,36098.77,CA,0,0
WITHDRAWAL,44663.98,C908355,M887105,72780.15,28116.16999999999,ZA,0,0
WITHDRAWAL,39706.47,C493147,M156012,45992.94,6286.470000000001,NG,0,0
DEPOSIT,30776.22,C725998,M702088,51362.92,20586.699999999997,AE,0,0
TRANSFER,15267.59,C468846,M495535,23411.3,8143.709999999999,NG,0,0
DEPOSIT,28995.34,C010482,M128358,16358.85,0.0,ZA,0,0
TRANSFER,3299.32,C341778,M907511,52151.51,48852.19,NG,0,0
TRANSFER,19643.02,C892390,M010217,89693.26,70050.23999999999,ZA,0,0
WITHDRAWAL,7341.3,C064758,M645216,28803.94,21462.64,IN,0,0
PAYMENT,14274.28,C255989,M848990,5342.97,0.0,ZA,0,0
WITHDRAWAL,43792.67,C167471,M548079,43962.68,170.01000000000204,AE,0,0
DEPOSIT,10982.39,C963608,M412762,24885.38,13902.990000000002,AE,0,0
DEPOSIT,47259.4,C620730,M577962,3510.88,0.0,UK,0,0
WITHDRAWAL,10145.72,C032840,M254394,47070.69,36924.97,CA,0,0
PAYMENT,36470.19,C719624,M283685,44186.06,7715.869999999995,US,0,0
TRANSFER,21498.56,C291206,M817749,81040.83,59542.270000000004,AU,0,0
TRANSFER,22517.23,C391874,M207012,55176.97,32659.74,UK,0,0
PAYMENT,47500.12,C135531,M914678,12704.02,0.0,CA,0,0
DEPOSIT,40788.19,C828147,M158026,89380.23,48592.03999999999,UK,0,0
DEPOSIT,34615.02,C333068,M023129,47403.61,12788.590000000004,CA,0,0
TRANSFER,9180.94,C891716,M436720,42848.35,33667.409999999996,CA,0,0
DEPOSIT,3423.78,C181034,M286989,91895.02,88471.24,ZA,0,0
TRANSFER,48675.85,C859172,M181526,45958.49,0.0,CA,0,0
DEPOSIT,18004.44,C735413,M126272,80929.28,62924.84,NG,0,0
TRANSFER,6117.31,C067930,M081995,6030.57,0.0,NG,0,0
DEPOSIT,42238.75,C911809,M243424,32778.54,0.0,US,0,0
TRANSFER,10095.73,C056756,M008372,10651.77,556.0400000000009,CA,0,0
PAYMENT,11838.25,C350908,M313304,12798.64,960.3899999999994,AU,0,0
DEPOSIT,9053.41,C784319,M137197,73225.15,64171.73999999999,IN,0,0
DEPOSIT,32135.19,C129216,M859373,74605.14,42469.95,US,0,0
TRANSFER,30796.83,C196797,M725828,39178.06,8381.229999999996,ZA,0,0
TRANSFER,29109.06,C034317,M031388,22781.35,0.0,US,0,0
WITHDRAWAL,5026.92,C619411,M851464,51987.32,46960.4,US,0,0
PAYMENT,29038.13,C013351,M795023,50743.26,21705.13,AE,0,0
DEPOSIT,2295.75,C699214,M370309,26089.34,23793.59,IN,0,0
DEPOSIT,45150.88,C793358,M120463,79717.28,34566.4,NG,0,0
PAYMENT,19082.24,C253706,M904953,82153.76,63071.51999999999,NG,0,0
PAYMENT,4261.55,C950842,M718123,53421.64,49160.09,NG,0,0
WITHDRAWAL,29910.62,C773973,M545281,66161.76,36251.14,IN,0,0
WITHDRAWAL,1104.83,C942305,M585235,64140.74,63035.909999999996,NG,0,0
DEPOSIT,25366.04,C649640,M425671,40755.95,15389.909999999996,UK,0,0
WITHDRAWAL,9212.39,C237191,M455181,19407.06,10194.670000000002,NG,0,0
WITHDRAWAL,3811.61,C541946,M401231,91894.81,88083.2,AU,0,0
PAYMENT,27091.83,C770284,M321637,20164.95,0.0,CA,0,0
PAYMENT,47948.51,C016945,M992392,27691.19,0.0,NG,0,0
TRANSFER,41619.9,C998603,M213365,55753.67,14133.769999999997,AU,0,0
DEPOSIT,23422.76,C631095,M072365,13318.06,0.0,CA,0,0
PAYMENT,42113.41,C803221,M377535,97287.83,55174.42,AE,0,0
WITHDRAWAL,36067.08,C626247,M640330,91587.47,55520.39,US,0,0
TRANSFER,14392.63,C961529,M843849,4912.43,0.0,AU,0,0
PAYMENT,28747.07,C620726,M766637,15437.74,0.0,UK,0,0
PAYMENT,1834.96,C834820,M782020,49397.97,47563.01,US,0,0
TRANSFER,14592.62,C413681,M440491,3175.26,0.0,ZA,1,0
DEPOSIT,38015.78,C052546,M667210,47328.0,9312.220000000001,ZA,0,0
WITHDRAWAL,15544.59,C422476,M811148,9387.32,0.0,ZA,0,0
WITHDRAWAL,20663.08,C354453,M748884,17676.58,0.0,US,0,0
TRANSFER,10718.85,C355703,M266170,49042.22,38323.37,UK,0,0
PAYMENT,45108.74,C756926,M766184,5920.56,0.0,IN,0,0
WITHDRAWAL,47972.13,C936038,M485397,45659.21,0.0,CA,0,0
WITHDRAWAL,21585.01,C924261,M529613,1243.34,0.0,IN,0,0
DEPOSIT,10283.28,C375719,M818208,66430.73,56147.45,US,0,0
WITHDRAWAL,23248.33,C348086,M045579,69847.43,46599.09999999999,UK,0,0
PAYMENT,6022.74,C377022,M700158,18617.31,12594.570000000002,UK,0,0
PAYMENT,43134.91,C044596,M327105,70784.28,27649.369999999995,CA,0,0
DEPOSIT,9582.39,C118956,M111853,38139.23,28556.840000000004,IN,0,0
PAYMENT,29922.53,C828358,M043968,87215.66,57293.130000000005,NG,0,0
DEPOSIT,49048.85,C554080,M198914,41207.66,0.0,UK,0,0
TRANSFER,6027.61,C496665,M489523,42525.13,36497.52,AE,0,0
WITHDRAWAL,19705.72,C029699,M380222,51915.89,32210.17,IN,0,0
PAYMENT,37688.39,C354587,M329041,33076.12,0.0,AU,0,0
WITHDRAWAL,10969.53,C526013,M909530,90950.42,79980.89,ZA,0,0
PAYMENT,40319.8,C103107,M414314,2714.44,0.0,AU,0,0
PAYMENT,25366.54,C568445,M009577,66758.65,41392.10999999999,AU,0,0
WITHDRAWAL,12026.45,C672473,M780379,64919.05,52892.600000000006,ZA,0,0
TRANSFER,33232.91,C062254,M358671,42613.38,9380.469999999994,CA,0,0
TRANSFER,28070.37,C236160,M477913,59510.13,31439.76,IN,0,0
PAYMENT,37138.36,C802110,M546491,48406.67,11268.309999999998,ZA,0,0
WITHDRAWAL,40046.98,C695027,M991112,86069.93,46022.94999999999,US,0,0
TRANSFER,49000.0,C947191,M080850,7064.23,0.0,AE,0,0
DEPOSIT,40307.22,C569000,M220779,83040.78,42733.56,US,0,0
WITHDRAWAL,22065.83,C024382,M280119,21006.08,0.0,ZA,0,0
TRANSFER,7943.88,C958236,M991240,19491.86,11547.98,IN,0,0
DEPOSIT,4638.43,C133575,M194023,79461.04,74822.60999999999,IN,0,0
TRANSFER,4886.58,C344203,M006000,61486.74,56600.159999999996,NG,0,0
PAYMENT,35697.36,C398144,M202820,18770.72,0.0,AE,0,0
PAYMENT,36503.52,C133297,M479616,90058.11,53554.590000000004,NG,0,0
TRANSFER,97.26,C354289,M260683,91267.25,91169.99,AU,0,0
PAYMENT,6615.34,C057544,M416378,43980.54,37365.2,AU,0,0
DEPOSIT,16475.44,C672852,M885195,20611.73,4136.290000000001,AU,0,0
PAYMENT,10132.68,C217685,M031828,22253.4,12120.720000000001,ZA,0,0
WITHDRAWAL,19692.09,C921890,M215900,85237.14,65545.05,CA,0,0
TRANSFER,35853.54,C622068,M087040,71112.06,35258.52,UK,0,0
DEPOSIT,28338.29,C840646,M503124,22499.24,0.0,US,0,0
PAYMENT,20487.63,C938904,M267608,83798.66,63311.03,CA,0,0
PAYMENT,47163.65,C732321,M544751,94801.21,47637.560000000005,US,0,0
WITHDRAWAL,7494.82,C136887,M003887,67222.8,59727.98,UK,0,0
WITHDRAWAL,24551.95,C436964,M625285,41707.41,17155.460000000003,AE,0,0
TRANSFER,49002.82,C295910,M809344,11009.93,0.0,ZA,0,0
PAYMENT,6754.96,C733448,M362228,40463.13,33708.17,AE,0,0
TRANSFER,34123.23,C989608,M872155,89874.59,55751.35999999999,AE,0,0
TRANSFER,46672.64,C099893,M706397,92168.95,45496.31,CA,0,0
PAYMENT,12880.35,C733827,M398848,5530.61,0.0,US,0,0
PAYMENT,35351.81,C565219,M104078,92494.11,57142.3,CA,0,0
DEPOSIT,35393.83,C040618,M083959,80551.06,45157.229999999996,IN,0,0
TRANSFER,47200.95,C465618,M666432,57030.04,9829.090000000004,CA,0,0
WITHDRAWAL,9092.48,C011007,M078692,11722.09,2629.6100000000006,ZA,0,0
WITHDRAWAL,43769.53,C645810,M568403,39935.52,0.0,AU,0,0
PAYMENT,29703.1,C793953,M835952,69109.51,39406.409999999996,CA,0,0
DEPOSIT,23818.87,C989942,M914280,33540.98,9722.110000000004,UK,0,0
TRANSFER,46242.06,C599861,M936200,9765.2,0.0,US,0,0
PAYMENT,17330.41,C356644,M681460,24102.19,6771.779999999999,CA,0,0
PAYMENT,17765.68,C583703,M794643,75139.93,57374.24999999999,ZA,0,0
WITHDRAWAL,40591.99,C536440,M750191,49889.36,9297.370000000003,AU,0,0
TRANSFER,2576.78,C312729,M754731,52296.46,49719.68,ZA,0,0
DEPOSIT,40782.12,C268979,M194686,61947.11,21164.989999999998,AU,0,0
PAYMENT,47373.12,C848790,M249644,13863.0,0.0,US,0,0
TRANSFER,19473.1,C133008,M705922,36268.17,16795.07,IN,1,0
DEPOSIT,11985.47,C173491,M050452,7787.36,0.0,NG,0,0
PAYMENT,49907.84,C990476,M434946,85156.5,35248.66,CA,0,0
PAYMENT,33493.97,C996711,M494300,47632.99,14139.019999999997,AU,0,0
PAYMENT,35433.91,C912755,M925256,76582.01,41148.09999999999,CA,0,0
PAYMENT,13605.36,C316351,M770407,76691.49,63086.130000000005,US,0,0
DEPOSIT,26669.88,C574336,M735701,39623.87,12953.990000000002,ZA,0,0
TRANSFER,30232.4,C410324,M781584,50627.12,20394.72,AE,0,0
TRANSFER,12175.25,C517250,M480921,69743.68,57568.42999999999,IN,0,0
WITHDRAWAL,43018.74,C978499,M919343,27130.74,0.0,ZA,0,0
PAYMENT,39134.05,C001014,M986992,48089.45,8955.399999999994,US,0,0
TRANSFER,32243.09,C242850,M678207,78948.45,46705.36,AE,0,0
TRANSFER,23064.9,C932763,M449225,7771.42,0.0,AE,0,0
PAYMENT,46155.74,C535981,M375334,96096.28,49940.54,US,0,0
PAYMENT,28984.51,C893818,M368526,66793.79,37809.28,CA,0,0
TRANSFER,25508.86,C614999,M105596,3000.36,0.0,NG,0,0
DEPOSIT,22603.69,C747883,M866622,47672.18,25068.49,AU,0,0
TRANSFER,20567.44,C746712,M407983,86090.5,65523.06,UK,0,0
PAYMENT,34934.31,C951371,M881831,27873.1,0.0,ZA,0,0
PAYMENT,27499.89,C878440,M772323,77888.75,50388.86,UK,0,0
PAYMENT,32487.48,C332905,M484978,58764.31,26276.829999999998,AE,0,0
DEPOSIT,15172.34,C338493,M307914,35461.72,20289.38,ZA,1,0
TRANSFER,13814.21,C658702,M922270,80147.04,66332.82999999999,NG,0,0
TRANSFER,40565.08,C254095,M062084,16019.86,0.0,AE,0,0
TRANSFER,45293.91,C050202,M475017,57535.32,12241.409999999996,AU,0,0
WITHDRAWAL,24967.71,C989466,M847268,92996.11,68028.4,NG,0,0
WITHDRAWAL,41654.21,C747543,M995718,17406.48,0.0,AE,0,0
PAYMENT,37745.92,C254856,M413954,3829.98,0.0,NG,0,0
PAYMENT,24600.43,C734610,M788279,79706.23,55105.799999999996,NG,0,0
WITHDRAWAL,7213.32,C304020,M764907,9712.55,2499.2299999999996,NG,0,0
PAYMENT,48997.06,C361788,M683803,54164.13,5167.07,UK,0,0
TRANSFER,44451.37,C643178,M029022,31454.26,0.0,NG,0,0
WITHDRAWAL,41458.37,C926523,M608629,94770.5,53312.13,CA,0,0
DEPOSIT,37134.42,C031214,M696570,50616.6,13482.18,IN,0,0
WITHDRAWAL,7961.38,C925217,M283005,8452.19,490.8100000000004,UK,0,0
DEPOSIT,13521.43,C269854,M793496,22798.17,9276.739999999998,AE,0,0
WITHDRAWAL,26002.84,C110033,M538980,83703.21,57700.37000000001,CA,0,0
PAYMENT,17423.34,C654514,M309026,33051.43,15628.09,ZA,0,0
TRANSFER,9026.73,C364995,M492940,68701.51,59674.78,AU,0,0
DEPOSIT,4498.92,C317418,M270249,78847.04,74348.12,ZA,0,0
WITHDRAWAL,27889.9,C546345,M533703,65397.94,37508.04,AE,0,0
TRANSFER,48391.45,C164705,M035339,54569.08,6177.630000000005,US,0,0
TRANSFER,19321.48,C596060,M202608,76682.05,57360.57000000001,NG,0,0
PAYMENT,6742.47,C467150,M808462,10537.05,3794.579999999999,US,0,0
TRANSFER,34843.67,C904404,M014211,60380.96,25537.29,IN,0,0
PAYMENT,11410.98,C319815,M766051,954.56,0.0,AU,0,0
PAYMENT,17070.96,C158562,M478970,5344.95,0.0,CA,0,0
TRANSFER,111.52,C558314,M690155,85238.68,85127.15999999999,US,0,0
WITHDRAWAL,22288.13,C351608,M981383,86323.95,64035.81999999999,AE,0,0
WITHDRAWAL,18636.32,C846291,M937326,84892.81,66256.48999999999,UK,0,0
DEPOSIT,1350.86,C616853,M136652,16694.47,15343.61,US,0,0
PAYMENT,27120.7,C114556,M345980,88742.97,61622.270000000004,UK,0,0
PAYMENT,39679.13,C017112,M666265,24335.92,0.0,CA,0,0
DEPOSIT,39419.1,C802842,M002288,93965.41,54546.310000000005,ZA,0,0
WITHDRAWAL,9607.83,C319486,M197113,32622.63,23014.800000000003,NG,0,0
PAYMENT,14293.17,C027306,M716668,56944.49,42651.32,CA,0,0
WITHDRAWAL,34017.79,C453314,M501671,21341.42,0.0,IN,0,0
WITHDRAWAL,29932.51,C187540,M475591,20355.08,0.0,AE,0,0
DEPOSIT,46449.48,C473520,M690381,40780.32,0.0,UK,0,0
TRANSFER,17251.39,C361046,M712343,39847.9,22596.510000000002,US,0,0
TRANSFER,39054.26,C440031,M289770,13546.54,0.0,CA,0,0
WITHDRAWAL,5810.9,C643469,M920979,95461.03,89650.13,IN,0,0
PAYMENT,49925.31,C356435,M074580,35278.08,0.0,AE,0,0
DEPOSIT,25137.82,C153398,M829753,84574.46,59436.64000000001,UK,0,0
TRANSFER,39925.99,C971006,M081883,3131.21,0.0,UK,0,0
PAYMENT,35778.12,C069610,M771954,54947.86,19169.739999999998,NG,0,0
WITHDRAWAL,48979.97,C577555,M496178,42030.75,0.0,ZA,0,0
WITHDRAWAL,4452.03,C709151,M441521,16291.77,11839.740000000002,UK,0,0
TRANSFER,26576.96,C246750,M981875,91808.58,65231.62,IN,0,0
PAYMENT,16163.15,C614180,M807635,97913.81,81750.66,NG,0,0
DEPOSIT,3632.2,C008039,M532817,16511.94,12879.739999999998,US,0,0
